Type;BarType;Date;Symbol;Raw Symbol;Open;High;Low;Close;SettlementPrice;Volume;OpenInterest;Duration(ms);AdjustmentFactor;AdjustmentVolume
Bar;0;2010/01/04 14:30:00.000;E-MINI S&P;ESH0^1;1109.393741851369;1125.3311603650586;1108.8956975228161;1124.3350717079531;1124.3350717079531;1291254;2440458;24300000;1.0;1.0
Bar;0;2010/01/05 14:30:00.000;E-MINI S&P;ESH0^1;1124.0860495436766;1128.5684485006518;1120.599739243807;1127.8213820078226;1127.8213820078226;1378593;2402850;24300000;1.0;1.0
Bar;0;2010/01/06 14:30:00.000;E-MINI S&P;ESH0^1;1127.5723598435463;1131.0586701434158;1122.8409387222946;1128.5684485006518;1128.5684485006518;1259921;2396493;24300000;1.0;1.0
Bar;0;2010/01/07 14:30:00.000;E-MINI S&P;ESH0^1;1128.5684485006518;1134.295958279009;1122.5919165580183;1133.050847457627;1133.050847457627;1567025;2406352;24300000;1.0;1.0
Bar;0;2010/01/08 14:30:00.000;E-MINI S&P;ESH0^1;1132.8018252933507;1137.284224250326;1126.5762711864406;1137.0352020860496;1137.0352020860496;1527666;2420194;24300000;1.0;1.0
Bar;0;2010/01/11 14:30:00.000;E-MINI S&P;ESH0^1;1137.284224250326;1143.509778357236;1133.2998696219036;1138.031290743155;1138.031290743155;1456443;2427453;24300000;1.0;1.0
Bar;0;2010/01/12 14:30:00.000;E-MINI S&P;ESH0^1;1136.786179921773;1138.529335071708;1123.3389830508474;1129.5645371577575;1129.5645371577575;2117166;2439036;24300000;1.0;1.0
Bar;0;2010/01/13 14:30:00.000;E-MINI S&P;ESH0^1;1129.8135593220338;1140.7705345501956;1124.8331160365058;1137.0352020860496;1137.0352020860496;2131642;2475322;24300000;1.0;1.0
Bar;0;2010/01/14 14:30:00.000;E-MINI S&P;ESH0^1;1137.0352020860496;1142.5136897001303;1133.7979139504564;1140.7705345501956;1140.7705345501956;1355731;2473392;24300000;1.0;1.0
Bar;0;2010/01/15 14:30:00.000;E-MINI S&P;ESH0^1;1142.264667535854;1142.7627118644068;1123.0899608865711;1127.8213820078226;1127.8213820078226;2059496;2454453;24300000;1.0;1.0
Bar;0;2010/01/19 14:30:00.000;E-MINI S&P;ESH0^1;1127.3233376792698;1142.5136897001303;1121.8448500651891;1141.2685788787483;1141.2685788787483;1927993;2472206;24300000;1.0;1.0
Bar;0;2010/01/20 14:30:00.000;E-MINI S&P;ESH0^1;1140.521512385919;1142.0156453715776;1120.8487614080834;1129.5645371577575;1129.5645371577575;2391710;2482172;24300000;1.0;1.0
Bar;0;2010/01/21 14:30:00.000;E-MINI S&P;ESH0^1;1130.0625814863104;1134.7940026075619;1105.9074315514993;1106.6544980443284;1106.6544980443284;3438955;2536905;24300000;1.0;1.0
Bar;0;2010/01/22 14:30:00.000;E-MINI S&P;ESH0^1;1105.4093872229464;1111.3859191655802;1082.0013037809647;1086.7327249022164;1086.7327249022164;3544446;2615680;24300000;1.0;1.0
Bar;0;2010/01/25 14:30:00.000;E-MINI S&P;ESH0^1;1089.7209908735333;1098.6857887874837;1085.4876140808344;1088.2268578878748;1088.2268578878748;2080292;2589797;24300000;1.0;1.0
Bar;0;2010/01/26 14:30:00.000;E-MINI S&P;ESH0^1;1089.7209908735333;1095.6975228161668;1076.7718383311603;1082.9973924380704;1082.9973924380704;2449263;2620022;24300000;1.0;1.0
Bar;0;2010/01/27 14:30:00.000;E-MINI S&P;ESH0^1;1083.2464146023467;1091.9621903520208;1074.2816166883963;1090.219035202086;1090.219035202086;2634603;2625603;24300000;1.0;1.0
Bar;0;2010/01/28 14:30:00.000;E-MINI S&P;ESH0^1;1090.219035202086;1099.1838331160366;1070.0482398956974;1075.0286831812255;1075.0286831812255;3052088;2613642;24300000;1.0;1.0
Bar;0;2010/01/29 14:30:00.000;E-MINI S&P;ESH0^1;1076.7718383311603;1088.973924380704;1062.328552803129;1066.3129074315514;1066.3129074315514;3068079;2638822;24300000;1.0;1.0
Bar;0;2010/02/01 14:30:00.000;E-MINI S&P;ESH0^1;1065.8148631029987;1082.2503259452412;1063.8226857887876;1082.0013037809647;1082.0013037809647;1896011;2619197;24300000;1.0;1.0
Bar;0;2010/02/02 14:30:00.000;E-MINI S&P;ESH0^1;1081.7522816166884;1097.1916558018252;1077.767926988266;1092.9582790091265;1092.9582790091265;2104398;2693741;24300000;1.0;1.0
Bar;0;2010/02/03 14:30:00.000;E-MINI S&P;ESH0^1;1092.70925684485;1095.9465449804432;1086.2346805736636;1092.2112125162973;1092.2112125162973;1883815;2684501;24300000;1.0;1.0
Bar;0;2010/02/04 14:30:00.000;E-MINI S&P;ESH0^1;1091.9621903520208;1093.954367666232;1055.1069100391135;1057.5971316818775;1057.5971316818775;3302110;2733407;24300000;1.0;1.0
Bar;0;2010/02/05 14:30:00.000;E-MINI S&P;ESH0^1;1057.5971316818775;1060.8344198174707;1036.6792698826596;1055.604954367666;1055.604954367666;3983950;2752149;24300000;1.0;1.0
Bar;0;2010/02/08 14:30:00.000;E-MINI S&P;ESH0^1;1057.8461538461538;1064.3207301173402;1048.8813559322034;1051.8696219035203;1051.8696219035203;2061320;2795324;24300000;1.0;1.0
Bar;0;2010/02/09 14:30:00.000;E-MINI S&P;ESH0^1;1051.3715775749674;1072.787483702738;1049.8774445893089;1062.0795306388527;1062.0795306388527;3014475;2810384;24300000;1.0;1.0
Bar;0;2010/02/10 14:30:00.000;E-MINI S&P;ESH0^1;1062.328552803129;1068.3050847457628;1052.1186440677966;1059.0912646675358;1059.0912646675358;2204772;2813255;24300000;1.0;1.0
Bar;0;2010/02/11 14:30:00.000;E-MINI S&P;ESH0^1;1059.3402868318121;1073.7835723598434;1053.3637548891786;1072.2894393741851;1072.2894393741851;2262497;2826210;24300000;1.0;1.0
Bar;0;2010/02/12 14:30:00.000;E-MINI S&P;ESH0^1;1072.0404172099088;1075.5267275097783;1055.8539765319426;1074.7796610169491;1074.7796610169491;2747993;2837310;24300000;1.0;1.0
Bar;0;2010/02/16 14:30:00.000;E-MINI S&P;ESH0^1;1073.2855280312908;1089.7209908735333;1069.3011734028682;1088.973924380704;1088.973924380704;1761523;2795293;24300000;1.0;1.0
Bar;0;2010/02/17 14:30:00.000;E-MINI S&P;ESH0^1;1088.973924380704;1095.6975228161668;1088.2268578878748;1095.199478487614;1095.199478487614;1669958;2803301;24300000;1.0;1.0
Bar;0;2010/02/18 14:30:00.000;E-MINI S&P;ESH0^1;1095.4485006518905;1102.4211212516298;1088.7249022164276;1101.1760104302477;1101.1760104302477;1832739;2804518;24300000;1.0;1.0
Bar;0;2010/02/19 14:30:00.000;E-MINI S&P;ESH0^1;1101.1760104302477;1106.6544980443284;1088.2268578878748;1101.923076923077;1101.923076923077;2096659;2749477;24300000;1.0;1.0
Bar;0;2010/02/22 14:30:00.000;E-MINI S&P;ESH0^1;1101.6740547588006;1108.3976531942633;1099.1838331160366;1103.168187744459;1103.168187744459;1317880;2759021;24300000;1.0;1.0
Bar;0;2010/02/23 14:30:00.000;E-MINI S&P;ESH0^1;1102.670143415906;1108.3976531942633;1085.9856584093873;1092.9582790091265;1092.9582790091265;2224420;2796410;24300000;1.0;1.0
Bar;0;2010/02/24 14:30:00.000;E-MINI S&P;ESH0^1;1092.4602346805736;1101.1760104302477;1088.2268578878748;1099.1838331160366;1099.1838331160366;1882885;2805411;24300000;1.0;1.0
Bar;0;2010/02/25 14:30:00.000;E-MINI S&P;ESH0^1;1098.6857887874837;1099.1838331160366;1080.25814863103;1097.9387222946546;1097.9387222946546;2697610;2830299;24300000;1.0;1.0
Bar;0;2010/02/26 14:30:00.000;E-MINI S&P;ESH0^1;1097.689700130378;1103.4172099087352;1091.9621903520208;1099.1838331160366;1099.1838331160366;1944020;2819976;24300000;1.0;1.0
Bar;0;2010/03/01 14:30:00.000;E-MINI S&P;ESH0^1;1101.1760104302477;1111.1368970013039;1099.9308996088657;1110.1408083441981;1110.1408083441981;1615001;2816032;24300000;1.0;1.0
